type,time,price,position,balance
entry,2025-02-06 01:53:00,97114.66,2.1829633466867948e+188,2.119977432059502e+193
alignment_break,2025-02-06 02:23:00,97150.0,2.1829633466867948e+188,4.240726323365723e+193
entry,2025-02-06 02:50:00,97368.14,4.355353119989478e+188,4.240726323365723e+193
alignment_break,2025-02-06 03:05:00,97412.0,4.355353119989478e+188,8.483362904609874e+193
entry,2025-02-06 03:51:00,97362.0,8.713217584488685e+188,8.483362904609874e+193
alignment_break,2025-02-06 03:55:00,97338.89,8.713217584488685e+188,1.696471218463597e+194
entry,2025-02-06 04:17:00,97474.85,1.74041941943342e+189,1.696471218463597e+194
alignment_break,2025-02-06 04:35:00,97537.5,1.74041941943342e+189,3.394032809693469e+194
entry,2025-02-06 04:58:00,97600.0,3.477492632882652e+189,3.394032809693469e+194
alignment_break,2025-02-06 05:10:00,97601.18,3.477492632882652e+189,6.788106653800006e+194
entry,2025-02-06 05:12:00,97779.49,6.942260236579272e+189,6.788106653800006e+194
alignment_break,2025-02-06 06:04:00,97753.5,6.942260236579272e+189,1.3574409014164527e+195
entry,2025-02-06 06:12:00,97938.0,1.3860206471609106e+190,1.3574409014164527e+195
alignment_break,2025-02-06 06:53:00,98315.22,1.3860206471609106e+190,2.7201101499181255e+195
entry,2025-02-06 06:54:00,98363.67,2.7653605746086187e+190,2.7201101499181255e+195
alignment_break,2025-02-06 07:05:00,98220.65,2.7653605746086187e+190,5.436265281142446e+195
entry,2025-02-06 09:18:00,98554.0,5.516027032025535e+190,5.436265281142446e+195
alignment_break,2025-02-06 09:28:00,98480.21,5.516027032025535e+190,1.086846028593796e+196
entry,2025-02-06 09:36:00,98701.73,1.1011418225331978e+191,1.086846028593796e+196
alignment_break,2025-02-06 09:40:00,98622.0,1.1011418225331978e+191,2.172814116812486e+196
entry,2025-02-06 09:52:00,98639.73,2.2027778429771514e+191,2.172814116812486e+196
alignment_break,2025-02-06 09:59:00,98614.41,2.2027778429771514e+191,4.34507049027513e+196
entry,2025-02-06 10:04:00,98729.26,4.400995703072352e+191,4.34507049027513e+196
alignment_break,2025-02-06 10:37:00,98742.0,4.400995703072352e+191,8.69070166740283e+196
entry,2025-02-06 10:57:00,98872.42,8.789813850417367e+191,8.69070166740283e+196
alignment_break,2025-02-06 11:07:00,98944.49,8.789813850417367e+191,1.7387738153647657e+197
entry,2025-02-07 01:50:00,96846.75,1.7953868512518651e+192,1.7387738153647657e+197
alignment_break,2025-02-07 02:10:00,97250.01,1.7953868512518651e+192,3.48478770774589e+197
entry,2025-02-07 02:35:00,97439.35,3.5763659217204236e+192,3.48478770774589e+197
alignment_break,2025-02-07 02:43:00,97446.15,3.5763659217204236e+192,6.969818608374456e+197
entry,2025-02-07 02:48:00,97488.48,7.1493766323718e+192,6.969818608374456e+197
alignment_break,2025-02-07 03:20:00,97537.47,7.1493766323718e+192,1.394313969636111e+198
entry,2025-02-07 04:35:00,97816.71,1.4254353572473566e+193,1.394313969636111e+198
alignment_break,2025-02-07 04:42:00,97524.83,1.4254353572473566e+193,2.7844673785514887e+198
entry,2025-02-07 09:19:00,97286.01,2.862145727377954e+193,2.7844673785514887e+198
alignment_break,2025-02-07 09:31:00,97204.17,2.862145727377954e+193,5.566592377039691e+198
entry,2025-02-07 09:51:00,97320.0,5.7198853031645e+193,5.566592377039691e+198
alignment_break,2025-02-07 09:53:00,97278.01,5.7198853031645e+193,1.1130782974240585e+199
entry,2025-02-07 09:55:00,97370.72,1.143134504319223e+194,1.1130782974240585e+199
alignment_break,2025-02-07 10:02:00,97258.3,1.143134504319223e+194,2.2248714830383615e+199
entry,2025-02-07 10:05:00,97356.01,2.285294439489007e+194,2.2248714830383615e+199
alignment_break,2025-02-07 10:16:00,97326.35,2.285294439489007e+194,4.449065147745971e+199
entry,2025-02-07 10:21:00,97464.12,4.56482359636138e+194,4.449065147745971e+199
alignment_break,2025-02-07 10:45:00,97360.0,4.56482359636138e+194,8.893377401163412e+199
entry,2025-02-07 11:17:00,97600.01,9.112066075775414e+194,8.893377401163412e+199
alignment_break,2025-02-07 11:29:00,97641.36,9.112066075775414e+194,1.779052264164916e+200
entry,2025-02-07 11:51:00,97711.99,1.8207102978507712e+195,1.779052264164916e+200
alignment_break,2025-02-07 12:12:00,97622.92,1.8207102978507712e+195,3.5564828216675356e+200
entry,2025-02-07 12:36:00,97857.77,3.634338715942061e+195,3.5564828216675356e+200
alignment_break,2025-02-07 12:55:00,97892.68,3.634338715942061e+195,7.114234390980807e+200
entry,2025-02-07 13:04:00,97909.74,7.266115088223916e+195,7.114234390980807e+200
alignment_break,2025-02-07 13:06:00,97879.53,7.266115088223916e+195,1.4226273688593462e+201
entry,2025-02-07 13:47:00,98436.52,1.4452231436659343e+196,1.4226273688593462e+201
half_take_profit,2025-02-07 14:09:00,99458.01,7.226115718329671e+195,2.1413224582341359e+201
alignment_break,2025-02-07 14:35:00,99299.38,7.226115718329671e+195,2.858871268872527e+201
entry,2025-02-07 14:50:00,100113.31,2.8556355482328245e+196,2.858871268872527e+201
alignment_break,2025-02-07 14:58:00,99705.51,2.8556355482328245e+196,5.706097255979361e+201
entry,2025-02-07 23:37:00,96408.63,5.918658169895538e+196,5.706097255979361e+201
alignment_break,2025-02-08 00:03:00,96395.74,5.918658169895538e+196,1.1411431596920621e+202
entry,2025-02-08 00:10:00,96488.26,1.182675653693063e+197,1.1411431596920621e+202
alignment_break,2025-02-08 00:15:00,96366.77,1.182675653693063e+197,2.2808494867324526e+202
entry,2025-02-08 00:22:00,96556.0,2.3622037850909863e+197,2.2808494867324526e+202
alignment_break,2025-02-08 00:49:00,96644.93,2.3622037850909863e+197,4.5637996812909865e+202
entry,2025-02-08 01:43:00,96660.01,4.721497216161044e+197,4.5637996812909865e+202
alignment_break,2025-02-08 01:44:00,96650.01,4.721497216161044e+197,9.127127212860355e+202
entry,2025-02-08 03:05:00,96797.1,9.429132910862366e+197,9.127127212860355e+202
alignment_break,2025-02-08 03:19:00,96788.0,9.429132910862366e+197,1.8253396374625822e+203
entry,2025-02-08 10:18:00,96193.4,1.8975726374809314e+198,1.8253396374625822e+203
alignment_break,2025-02-08 10:31:00,96099.0,1.8975726374809314e+198,3.648887966355382e+203
entry,2025-02-08 13:33:00,96180.82,3.793779223711528e+198,3.648887966355382e+203
alignment_break,2025-02-08 13:53:00,96305.55,3.793779223711528e+198,7.3025079135365e+203
entry,2025-02-08 17:42:00,96288.13,7.584016756308902e+198,7.3025079135365e+203
alignment_break,2025-02-08 18:10:00,96323.92,7.584016756308902e+198,1.4607730146670083e+204
entry,2025-02-08 18:33:00,96408.85,1.5151856024286237e+199,1.4607730146670083e+204
alignment_break,2025-02-08 18:49:00,96432.36,1.5151856024286237e+199,2.921902249469148e+204
entry,2025-02-08 18:58:00,96511.99,3.027501815545558e+199,2.921902249469148e+204
alignment_break,2025-02-08 19:05:00,96495.71,3.027501815545558e+199,5.843311621642725e+204
entry,2025-02-08 19:07:00,96423.51,6.060048655813012e+199,5.843311621642725e+204
alignment_break,2025-02-08 19:09:00,96399.28,6.060048655813012e+199,1.1685154893496146e+205
entry,2025-02-08 19:16:00,96500.0,1.210896880155041e+200,1.1685154893496146e+205
alignment_break,2025-02-08 19:42:00,96648.1,1.210896880155041e+200,2.338824316978739e+205
entry,2025-02-08 23:41:00,96684.87,2.419017905261432e+200,2.338824316978739e+205
alignment_break,2025-02-08 23:49:00,96550.07,2.419017905261432e+200,4.674387797821185e+205
entry,2025-02-09 01:31:00,96849.05,4.826467371462275e+200,4.674387797821185e+205
alignment_break,2025-02-09 01:39:00,96749.2,4.826467371462275e+200,9.343956367971965e+205
entry,2025-02-09 02:02:00,96922.53,9.640644304241713e+200,9.343956367971965e+205
alignment_break,2025-02-09 02:12:00,96813.99,9.640644304241713e+200,1.867744878061611e+206
entry,2025-02-09 03:37:00,96984.0,1.925827845893767e+201,1.867744878061611e+206
alignment_break,2025-02-09 04:06:00,97167.6,1.925827845893767e+201,3.739025576048283e+206
entry,2025-02-09 04:57:00,97243.73,3.845004275389563e+201,3.739025576048283e+206
alignment_break,2025-02-09 05:00:00,97214.11,3.845004275389563e+201,7.476912261830196e+206
entry,2025-02-09 08:09:00,97203.63,7.69200930235856e+201,7.476912261830196e+206
alignment_break,2025-02-09 08:30:00,97163.36,7.69200930235856e+201,1.495072695151433e+207
entry,2025-02-09 20:34:00,96545.94,1.5485609184098607e+202,1.495072695151433e+207
alignment_break,2025-02-09 20:45:00,96437.58,1.5485609184098607e+202,2.9884673696916774e+207
entry,2025-02-09 23:40:00,96350.0,3.101678640053635e+202,2.9884673696916774e+207
alignment_break,2025-02-10 00:25:00,96786.4,3.101678640053635e+202,5.990470464968549e+207
entry,2025-02-10 04:15:00,96908.41,6.1815795605031066e+202,5.990470464968549e+207
alignment_break,2025-02-10 04:40:00,96852.01,6.1815795605031066e+202,1.1977454519064974e+208
entry,2025-02-10 05:17:00,97050.16,1.234150929690891e+203,1.1977454519064974e+208
alignment_break,2025-02-10 05:24:00,97026.17,1.234150929690891e+203,2.3951948310049617e+208
entry,2025-02-10 05:44:00,97189.3,2.464463506790317e+203,2.3951948310049617e+208
alignment_break,2025-02-10 05:59:00,97015.26,2.464463506790317e+203,4.786100509722705e+208
entry,2025-02-10 07:40:00,97264.81,4.9206907510770905e+203,4.786100509722705e+208
alignment_break,2025-02-10 08:22:00,97692.47,4.9206907510770905e+203,9.593244845511466e+208
entry,2025-02-10 08:44:00,97834.21,9.805613849707035e+203,9.593244845511466e+208
alignment_break,2025-02-10 08:54:00,97708.0,9.805613849707035e+203,1.9174114025783216e+209
entry,2025-02-10 09:15:00,97785.12,1.9608416930697858e+204,1.9174114025783216e+209
alignment_break,2025-02-10 09:19:00,97831.5,1.9608416930697858e+204,3.8357322435338886e+209
entry,2025-02-10 09:20:00,97808.01,3.9216954148580354e+204,3.8357322435338886e+209
alignment_break,2025-02-10 09:30:00,97629.98,3.9216954148580354e+204,7.664482692720706e+209
entry,2025-02-10 18:04:00,97476.6,7.862894984766299e+204,7.664482692720706e+209
alignment_break,2025-02-10 18:12:00,97319.83,7.862894984766299e+204,1.5316638724973794e+210
entry,2025-02-10 19:02:00,97477.19,1.5713049098946937e+205,1.5316638724973794e+210
alignment_break,2025-02-10 19:21:00,97529.13,1.5713049098946937e+205,3.0641438807649584e+210
entry,2025-02-10 19:26:00,97612.27,3.1390970425797476e+205,3.0641438807649584e+210
alignment_break,2025-02-10 19:34:00,97507.38,3.1390970425797476e+205,6.124995162641955e+210
entry,2025-02-11 00:09:00,97619.12,6.27438063633636e+205,6.124995162641955e+210
alignment_break,2025-02-11 00:51:00,97872.62,6.27438063633636e+205,1.2265895880197022e+211
entry,2025-02-11 01:13:00,97902.1,1.2528736237728323e+206,1.2265895880197022e+211
alignment_break,2025-02-11 01:15:00,97900.0,1.2528736237728323e+206,2.453152865693305e+211
entry,2025-02-11 01:23:00,98006.98,2.503038932220241e+206,2.453152865693305e+211
alignment_break,2025-02-11 01:28:00,98009.35,2.503038932220241e+206,4.906365053409304e+211
entry,2025-02-11 01:32:00,97960.45,5.008516246515103e+206,4.906365053409304e+211
alignment_break,2025-02-11 01:48:00,97906.32,5.008516246515103e+206,9.81001899697437e+211
entry,2025-02-11 01:54:00,98080.58,1.0001999373346253e+207,9.81001899697437e+211
alignment_break,2025-02-11 02:01:00,98000.0,1.0001999373346253e+207,1.96119783828537e+212
entry,2025-02-11 05:06:00,98255.15,1.9960254890307226e+207,1.96119783828537e+212
alignment_break,2025-02-11 05:17:00,98059.49,1.9960254890307226e+207,3.9184902530989025e+212
entry,2025-02-11 05:27:00,98247.79,3.988374957949591e+207,3.9184902530989025e+212
alignment_break,2025-02-11 05:29:00,98232.02,3.988374957949591e+207,7.836351539466936e+212
entry,2025-02-11 05:38:00,98289.85,7.972696610552295e+207,7.836351539466936e+212
alignment_break,2025-02-11 05:51:00,98206.29,7.972696610552295e+207,1.5666041093646094e+213
entry,2025-02-11 05:56:00,98456.14,1.5911695394158346e+208,1.5666041093646094e+213
alignment_break,2025-02-11 06:06:00,98224.75,1.5911695394158346e+208,3.1295264115319644e+213
entry,2025-02-11 06:44:00,98346.57,3.1821408835427247e+208,3.1295264115319644e+213
alignment_break,2025-02-11 07:05:00,98421.71,3.1821408835427247e+208,6.261443883723823e+213
entry,2025-02-11 07:29:00,98413.44,6.362386970442069e+208,6.261443883723823e+213
alignment_break,2025-02-11 07:31:00,98391.99,6.362386970442069e+208,1.2521523035442486e+214
entry,2025-02-11 07:35:00,98364.98,1.2729655447947518e+209,1.2521523035442486e+214
alignment_break,2025-02-11 07:36:00,98337.49,1.2729655447947518e+209,2.5039546688602334e+214
entry,2025-02-11 21:38:00,96083.82,2.6060107402684794e+209,2.5039546688602334e+214
alignment_break,2025-02-11 21:56:00,96299.99,2.6060107402684794e+209,5.013542751137705e+214
entry,2025-02-11 21:59:00,96390.23,5.201297632693382e+209,5.013542751137705e+214
alignment_break,2025-02-11 22:11:00,96319.59,5.201297632693382e+209,1.0023411305627676e+215
entry,2025-02-12 01:54:00,96176.49,1.0421893443634381e+210,1.0023411305627676e+215
alignment_break,2025-02-12 02:03:00,96102.69,1.0421893443634381e+210,2.003913125389395e+215
entry,2025-02-12 06:00:00,95879.16,2.0900403438968333e+210,2.003913125389395e+215
alignment_break,2025-02-12 06:07:00,95813.98,2.0900403438968333e+210,4.0064639624826374e+215
entry,2025-02-12 06:16:00,95923.25,4.176739176875927e+210,4.0064639624826374e+215
alignment_break,2025-02-12 06:19:00,95879.23,4.176739176875927e+210,8.011089324379614e+215
entry,2025-02-12 07:09:00,95900.8,8.353516680131566e+210,8.011089324379614e+215
alignment_break,2025-02-12 07:13:00,95855.12,8.353516680131566e+210,1.6018362762339743e+216
entry,2025-02-12 07:27:00,96049.45,1.6677204046811037e+211,1.6018362762339743e+216
alignment_break,2025-02-12 07:45:00,96022.88,1.6677204046811037e+211,3.203229439156425e+216
entry,2025-02-12 08:09:00,96250.0,3.328030586136545e+211,3.203229439156425e+216
alignment_break,2025-02-12 08:21:00,96178.62,3.328030586136545e+211,6.404083330080465e+216
entry,2025-02-12 08:30:00,96243.27,6.654058335798924e+211,6.404083330080465e+216
alignment_break,2025-02-12 08:34:00,96286.68,6.654058335798924e+211,1.2811055186884502e+217
entry,2025-02-12 08:37:00,96304.95,1.3302592636084128e+212,1.2811055186884502e+217
alignment_break,2025-02-12 09:00:00,96326.58,1.3302592636084128e+212,2.562498772455619e+217
entry,2025-02-12 12:28:00,96153.61,2.6650052686067835e+212,2.562498772455619e+217
alignment_break,2025-02-12 12:29:00,96219.76,2.6650052686067835e+212,5.126760445896422e+217
entry,2025-02-12 16:03:00,95695.98,5.357341495323442e+212,5.126760445896422e+217
alignment_break,2025-02-12 16:06:00,95698.11,5.357341495323442e+212,1.0253635003166693e+218
entry,2025-02-12 16:57:00,97064.11,1.0563775841726353e+213,1.0253635003166693e+218
alignment_break,2025-02-12 17:12:00,96987.88,1.0563775841726353e+213,2.0499217240009236e+218
entry,2025-02-12 17:23:00,97039.93,2.1124517752650106e+213,2.0499217240009236e+218
alignment_break,2025-02-12 17:24:00,97029.37,2.1124517752650106e+213,4.0996203730943785e+218
entry,2025-02-12 17:29:00,97520.99,4.2038338342282806e+213,4.0996203730943785e+218
alignment_break,2025-02-12 17:42:00,97228.0,4.2038338342282806e+213,8.186923933437852e+218
entry,2025-02-12 17:50:00,97440.69,8.401956034422429e+213,8.186923933437852e+218
alignment_break,2025-02-12 17:53:00,97320.76,8.401956034422429e+213,1.636377140100362e+219
entry,2025-02-12 21:45:00,97857.12,1.672210606750293e+214,1.636377140100362e+219
alignment_break,2025-02-12 21:54:00,97581.77,1.672210606750293e+214,3.268149848295037e+219
entry,2025-02-12 22:28:00,97873.82,3.3391461049492466e+214,3.268149848295037e+219
alignment_break,2025-02-12 22:48:00,97708.14,3.3391461049492466e+214,6.530767399323394e+219
entry,2025-02-12 23:09:00,97976.86,6.665622269710822e+214,6.530767399323394e+219
alignment_break,2025-02-12 23:20:00,97864.87,6.665622269710822e+214,1.3054069968266937e+220
entry,2025-02-13 01:54:00,98050.62,1.331360267611458e+215,1.3054069968266937e+220
alignment_break,2025-02-13 02:02:00,97865.93,1.331360267611458e+215,2.6083551043751356e+220
entry,2025-02-13 09:54:00,96241.6,2.7102158571502713e+215,2.6083551043751356e+220
alignment_break,2025-02-13 09:55:00,96185.36,2.7102158571502713e+215,5.21518598335221e+220
entry,2025-02-13 10:15:00,96280.95,5.41663328348153e+215,5.21518598335221e+220
alignment_break,2025-02-13 10:23:00,96148.63,5.41663328348153e+215,1.0423204677543716e+221
entry,2025-02-13 15:50:00,96290.01,1.0824803816661476e+216,1.0423204677543716e+221
alignment_break,2025-02-13 15:54:00,95922.61,1.0824803816661476e+216,2.080663902586502e+221
entry,2025-02-13 19:10:00,96316.24,2.1602420345587638e+216,2.080663902586502e+221
alignment_break,2025-02-13 19:21:00,96123.59,2.1602420345587638e+216,4.157166098893426e+221
entry,2025-02-13 20:44:00,96156.14,4.3233496050209856e+216,4.157166098893426e+221
alignment_break,2025-02-13 20:54:00,96169.72,4.3233496050209856e+216,8.314919308663214e+221
entry,2025-02-13 21:00:00,96288.78,8.63539792347895e+216,8.314919308663214e+221
alignment_break,2025-02-13 21:20:00,96395.99,8.63539792347895e+216,1.663909662744019e+222
entry,2025-02-13 21:25:00,96515.53,1.7239812730075865e+217,1.663909662744019e+222
alignment_break,2025-02-13 21:48:00,96509.96,1.7239812730075865e+217,3.327723299731132e+222
entry,2025-02-13 23:54:00,96546.2,3.4467677647915006e+217,3.327723299731132e+222
alignment_break,2025-02-14 00:11:00,96588.86,3.4467677647915006e+217,6.656916990590723e+222
entry,2025-02-14 00:20:00,96712.4,6.883209382241288e+217,6.656916990590723e+222
alignment_break,2025-02-14 00:37:00,96623.99,6.883209382241288e+217,1.3307748535766606e+223
entry,2025-02-14 01:02:00,96873.95,1.373717963989969e+218,1.3307748535766606e+223
alignment_break,2025-02-14 01:03:00,96863.94,1.373717963989969e+218,2.661412197985126e+223
entry,2025-02-14 01:07:00,96743.75,2.7509913539480595e+218,2.661412197985126e+223
alignment_break,2025-02-14 01:11:00,96792.45,2.7509913539480595e+218,5.324164128759624e+223
entry,2025-02-14 03:51:00,97058.43,5.4855246770008795e+218,5.324164128759624e+223
alignment_break,2025-02-14 04:08:00,96989.13,5.4855246770008795e+218,1.0644526788918087e+224
entry,2025-02-14 07:30:00,97065.44,1.096634063464616e+219,1.0644526788918087e+224
alignment_break,2025-02-14 07:41:00,96990.03,1.096634063464616e+219,2.128078386036359e+224
entry,2025-02-14 07:48:00,97022.81,2.1933794599809663e+219,2.128078386036359e+224
alignment_break,2025-02-14 07:49:00,96986.17,2.1933794599809663e+219,4.2553531178385815e+224
entry,2025-02-14 09:19:00,96984.79,4.387649978763249e+219,4.2553531178385815e+224
alignment_break,2025-02-14 09:22:00,97000.67,4.387649978763249e+219,8.51140299449379e+224
entry,2025-02-14 09:28:00,97053.47,8.769808018707409e+219,8.51140299449379e+224
alignment_break,2025-02-14 09:48:00,97029.81,8.769808018707409e+219,1.7020731052410353e+225
entry,2025-02-14 09:56:00,97140.09,1.75218399040091e+220,1.7020731052410353e+225
alignment_break,2025-02-14 10:13:00,97073.06,1.75218399040091e+220,3.4029717215533055e+225
entry,2025-02-14 10:20:00,97143.6,3.503032337234059e+220,3.4029717215533055e+225
alignment_break,2025-02-14 10:23:00,97060.17,3.503032337234059e+220,6.803020863227656e+225
entry,2025-02-14 14:43:00,97199.99,6.998993377702669e+220,6.803020863227656e+225
alignment_break,2025-02-14 15:01:00,97108.25,6.998993377702669e+220,1.3599620849930607e+226
entry,2025-02-14 17:07:00,97475.08,1.3951895038127291e+221,1.3599620849930607e+226
alignment_break,2025-02-14 17:13:00,97166.67,1.3951895038127291e+221,2.715621266037413e+226
entry,2025-02-14 17:33:00,97552.89,2.7837425073079975e+221,2.715621266037413e+226
half_take_profit,2025-02-14 17:52:00,98547.53,1.3918712536539987e+221,4.087276007293463e+226
alignment_break,2025-02-14 18:09:00,98457.28,1.3918712536539987e+221,5.457674584743091e+226
entry,2025-02-15 01:15:00,97646.08,5.589240842789685e+221,5.457674584743091e+226
alignment_break,2025-02-15 01:20:00,97620.53,5.589240842789685e+221,1.0913921118450847e+227
entry,2025-02-15 01:22:00,97720.63,1.1168492383287794e+222,1.0913921118450847e+227
alignment_break,2025-02-15 01:34:00,97629.39,1.1168492383287794e+222,2.181765210445118e+227
entry,2025-02-15 01:53:00,97785.51,2.2311743431568932e+222,2.181765210445118e+227
alignment_break,2025-02-15 02:20:00,97798.93,2.2311743431568932e+222,4.363829844487087e+227
entry,2025-02-15 03:07:00,97923.9,4.456348087123866e+222,4.363829844487087e+227
alignment_break,2025-02-15 03:12:00,97972.26,4.456348087123866e+222,8.729814778909108e+227
entry,2025-02-15 10:48:00,97642.15,8.940621216256615e+222,8.729814778909108e+227
alignment_break,2025-02-15 11:02:00,97584.84,8.940621216256615e+222,1.7454505687799177e+228
entry,2025-02-15 12:23:00,97660.38,1.7872657968153694e+223,1.7454505687799177e+228
alignment_break,2025-02-15 12:36:00,97692.29,1.7872657968153694e+223,3.4914714540755986e+228
entry,2025-02-15 12:38:00,97734.52,3.572403541835166e+223,3.4914714540755986e+228
alignment_break,2025-02-15 13:08:00,97722.23,3.572403541835166e+223,6.982503859755905e+228
entry,2025-02-15 13:31:00,97765.39,7.142101984921152e+223,6.982503859755905e+228
alignment_break,2025-02-15 13:43:00,97731.28,7.142101984921152e+223,1.3962571548524755e+229
entry,2025-02-15 19:22:00,97647.5,1.429895445200825e+224,1.3962571548524755e+229
alignment_break,2025-02-15 19:30:00,97630.6,1.429895445200825e+224,2.7922726573747125e+229
entry,2025-02-15 21:56:00,97635.17,2.8599045378573238e+224,2.7922726573747125e+229
alignment_break,2025-02-15 22:01:00,97685.26,2.8599045378573238e+224,5.585977840932438e+229
entry,2025-02-15 22:02:00,97698.99,5.717538984724855e+224,5.585977840932438e+229
alignment_break,2025-02-15 22:20:00,97698.95,5.717538984724855e+224,1.1171953394849282e+230
entry,2025-02-16 00:39:00,97702.45,1.1434670670847336e+225,1.1171953394849282e+230
alignment_break,2025-02-16 00:46:00,97630.13,1.1434670670847336e+225,2.2335637235869406e+230
entry,2025-02-16 05:50:00,97635.91,2.2876457274653766e+225,2.2335637235869406e+230
alignment_break,2025-02-16 05:58:00,97603.3,2.2876457274653766e+225,4.4663814459021545e+230
entry,2025-02-16 12:00:00,97307.11,4.589984684471828e+225,4.4663814459021545e+230
alignment_break,2025-02-16 12:06:00,97253.98,4.589984684471828e+225,8.930324232941449e+230
entry,2025-02-16 16:37:00,97054.82,9.201319659282711e+225,8.930324232941449e+230
alignment_break,2025-02-16 16:39:00,97029.01,9.201319659282711e+225,1.7858273605278835e+231
entry,2025-02-16 17:15:00,97137.15,1.8384597041686766e+226,1.7858273605278835e+231
alignment_break,2025-02-16 17:25:00,97093.49,1.8384597041686766e+226,3.570852049548927e+231
entry,2025-02-16 20:17:00,97086.59,3.678007487490216e+226,3.570852049548927e+231
alignment_break,2025-02-16 20:28:00,97039.5,3.678007487490216e+226,7.139972125371995e+231
entry,2025-02-16 22:01:00,97172.23,7.347749583777172e+226,7.139972125371995e+231
alignment_break,2025-02-16 22:03:00,97148.29,7.347749583777172e+226,1.4278185199493634e+232
entry,2025-02-17 02:05:00,96556.0,1.4787465511717174e+227,1.4278185199493634e+232
alignment_break,2025-02-17 02:11:00,96416.35,1.4787465511717174e+227,2.853571970340016e+232
entry,2025-02-17 06:16:00,96406.93,2.9599241157663833e+227,2.853571970340016e+232
alignment_break,2025-02-17 06:21:00,96340.59,2.9599241157663833e+227,5.705180327021633e+232
entry,2025-02-17 06:30:00,96374.15,5.9198242755154085e+227,5.705180327021633e+232
alignment_break,2025-02-17 06:32:00,96422.68,5.9198242755154085e+227,1.1413233544764173e+233
entry,2025-02-17 06:40:00,96433.7,1.183531643477765e+228,1.1413233544764173e+233
alignment_break,2025-02-17 06:46:00,96295.57,1.183531643477765e+228,2.281011896693699e+233
entry,2025-02-17 10:12:00,96362.35,2.3671194161347237e+228,2.281011896693699e+233
alignment_break,2025-02-17 10:25:00,96375.9,2.3671194161347237e+228,4.562344538068284e+233
entry,2025-02-17 12:59:00,96457.76,4.729888541956898e+228,4.562344538068284e+233
alignment_break,2025-02-17 13:06:00,96325.69,4.729888541956898e+228,9.118442312339207e+233
entry,2025-02-17 14:02:00,96451.13,9.453950733743821e+228,9.118442312339207e+233
alignment_break,2025-02-17 14:03:00,96455.76,9.453950733743821e+228,1.8237322342597387e+234
entry,2025-02-17 14:07:00,96692.02,1.8861248676568539e+229,1.8237322342597387e+234
alignment_break,2025-02-17 14:25:00,96701.58,1.8861248676568539e+229,3.6476447820568255e+234
entry,2025-02-17 14:52:00,96782.46,3.768911001081007e+229,3.6476447820568255e+234
alignment_break,2025-02-17 15:05:00,96682.66,3.768911001081007e+229,7.291528190934572e+234
entry,2025-02-17 20:27:00,95793.64,7.611703857306781e+229,7.291528190934572e+234
alignment_break,2025-02-17 20:59:00,95971.36,7.611703857306781e+229,1.459658390196435e+235
entry,2025-02-17 21:36:00,96188.66,1.517495295387663e+230,1.459658390196435e+235
alignment_break,2025-02-17 21:45:00,96093.16,1.517495295387663e+230,2.9178675723857746e+235
entry,2025-02-17 21:52:00,96231.99,3.0321180850419644e+230,2.9178675723857746e+235
alignment_break,2025-02-17 22:07:00,96277.99,3.0321180850419644e+230,5.837129919090669e+235
entry,2025-02-18 01:56:00,96287.06,6.062216375794078e+230,5.837129919090669e+235
alignment_break,2025-02-18 02:07:00,96259.98,6.062216375794078e+230,1.1672618189986774e+236
entry,2025-02-18 03:41:00,96269.01,1.2125000755681164e+231,1.1672618189986774e+236
alignment_break,2025-02-18 03:46:00,96230.37,1.2125000755681164e+231,2.3340551279681553e+236
entry,2025-02-18 04:15:00,96238.51,2.4252818627056417e+231,2.3340551279681553e+236
alignment_break,2025-02-18 04:17:00,96186.01,2.4252818627056417e+231,4.66683698295839e+236
entry,2025-02-18 09:56:00,95729.83,4.875008117071127e+231,4.66683698295839e+236
alignment_break,2025-02-18 10:11:00,95689.44,4.875008117071127e+231,9.331704950138296e+236
entry,2025-02-18 10:35:00,95765.64,9.744314297004956e+231,9.331704950138296e+236
alignment_break,2025-02-18 10:51:00,95722.12,9.744314297004956e+231,1.8659169174694538e+237
entry,2025-02-18 12:19:00,95890.0,1.9458931249029656e+232,1.8659169174694538e+237
alignment_break,2025-02-18 12:50:00,96099.13,1.9458931249029656e+232,3.735903281231017e+237
entry,2025-02-18 12:57:00,96208.19,3.8831447522617535e+232,3.735903281231017e+237
alignment_break,2025-02-18 13:04:00,96237.94,3.8831447522617535e+232,7.472961798025832e+237
entry,2025-02-18 13:06:00,96244.8,7.764535640393904e+232,7.472961798025832e+237
alignment_break,2025-02-18 13:26:00,96237.91,7.764535640393904e+232,1.494538861954604e+238
entry,2025-02-18 13:49:00,96212.37,1.5533749578714297e+233,1.494538861954604e+238
alignment_break,2025-02-18 13:50:00,96207.91,1.5533749578714297e+233,2.9890084433860867e+238
entry,2025-02-18 14:22:00,96455.83,3.0988364761218547e+233,2.9890084433860867e+238
alignment_break,2025-02-18 14:35:00,96100.01,3.0988364761218547e+233,5.966990606822837e+238
entry,2025-02-18 21:09:00,95022.64,6.279546229006936e+233,5.966990606822837e+238
alignment_break,2025-02-18 21:34:00,95040.14,6.279546229006936e+233,1.193508013423575e+239
entry,2025-02-18 22:23:00,95252.6,1.2529925833243132e+234,1.193508013423575e+239
alignment_break,2025-02-18 22:30:00,95421.51,1.2529925833243132e+234,2.389132456619643e+239
